item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
7700									19			<b>Emerson Vertical DVD Player Features: </b><p><ul><li>DVD, DVD+R/RW, CD-R/-RW and MP3 playback<li>S-video output for an improved picture<li>Front input jack for MP3 player (mini jack cable included)<Li>Digital audio out (RCA plug)<li>Virtual surround sound<li>Two speakers plus stand for DVD player</ul>	Emerson Vertical DVD Player With Speakers	Vertical DVD Player is ideal for crowded spaces like a dorm room, kitchen counter or a small office								[95987]
7701	iSave		Multicolor						1			<br/><br/><b>3-Way Panel Switch</b><br/><br/><br/>Similar to the Lighted Panel Switch but without indicator light or fuse holder. The &quot;manual&quot; position has a &quot;fail-safe&quot; spring return to &quot;off&quot; so you can't leave your pump running by accident. Black stainless steel panel. <br/><br/><ul type=&quot;circle&quot;></ul>	Rule 34571M 3 WAY PANEL SWITCH 12/24/32V	3-Way Panel SwitchSimilar to the Lighted Panel Switch but without indicator light or fuse holder. The manual position has a fail-safe spring return to off so you can't leave your pump running by accident. Black stainless steel panel.								[4483]
7702	TigerDirect		Multicolor						19			<!-- Etilize Content -->What is a Category 5e patch cable? Think of it as the street that links the house on your block and all the destinations in town. In actuality, it's a cable used to connect all the hardward destinations in a Local Area Network (LAN). <br><br> The RJ45 Cat 5e patch is perfect for use with 10/100 Base-T networks.<!-- End Etilize Content -->	Belkin Cat5e Patch Cable - A3L791-06-WHT	Belkin Cat5e Patch Cable - A3L791-06-WHT								[4537]
7703	BargainStation.com		1000'						1			Technical InformationCable Type:CoaxialCable Length:1000 ftMiscellaneousCertifications & Standards:UL	Steren RG6 Coaxial Bulk Cable - 1000ft						Steren RG6 Coaxial Bulk Cable - 1000ft			[4537]
7704									1		Not Rated	Rock Hudson, Anthony Quinn, Barbara Hale and Lee Marvin star in Seminole, the sweeping epic that reveals the Seminole Indians desperate fight for their homeland. Army officer Lance Caldwell (Hudson) is a Florida native with deep ties to the Everglades including a childhood friendship with Seminole chief Osceola (Quinn).  As tensions rise between the military and the Native Americans, Caldwell turns to his old ally for help. However, when Osceola is killed in cold blood, Caldwell finds himself accused of the crime. Desperate to prove his innocence, he risks everything in order to defend a rapidly disappearing way of life.<p><strong>Features:</strong></p><ul><li>Rock Hudson; Barbara Hale; Anthony Quinn; Lee Marvin<li>Western<li>87<li>This Disc is formatted for all Regions and has CSS Copyright Protection (will not play in some laptops)<li>4 X 3	Seminole DVD-5						Seminole DVD-5			[522484, 106546, 95987]
7705									19			General Information<b>Professional 2-Port 6 Gb/s SATA Solution for Mac &amp; PC Desktops with PCIe Slots</b>Why choose an eSATA Card? If you're planning to connect external storage to your computer, there's a good chance the enclosure will have two or more interfaces from which to choose, including USB, FireWire&reg;, and eSATA. Your computer has USB ports, may have FireWire ports, and maybe even a Thunderbolt&trade; port, too. So if you can just plug into your computer's existing ports, why consider an eSATA card? Consider the facts that the 6 Gb/s eSATA interface offers superior performance to that of FireWire 800 and all USB interfaces, and Thunderbolt storage systems carry a price premium over eSATA storage systems. Sonnet's Tempo SATA Pro 6Gb PCIe 2.0 card is cost-effective solution for adding two high-performance eSATA ports to your computer so you can take advantage of this speedy interface.External storage systems with an eSATA interface offer great flexibility. Single drive enclosures are very handy if you need to back up data or move files from one computer to another. Many storage systems include swappable drive trays, which are perfect for managing daily backups and multiple projects. Some systems, like Sonnet's Fusion&trade; D400QR5 and Fusion F3, feature hardware RAID controllers that manage up to four drives and enable you to create large, protected RAID volumes, yet the systems only require a single cable to connect to this pro eSATA card.Technical InformationHost Interface:PCI Express 2.0 x1Data Transfer Rate:Up to 4.69 Gbit/sDrive Supported:Up to 8 x Serial ATA/600Drive Type:Serial ATA/600Platform Supported:MacPlatform Supported:PCInterfaces/PortsPorts:2 x Serial ATA/600 External SATA ExternalPhysical CharacteristicsForm Factor:Plug-in CardMiscellaneousPackage Contents:<ul><li>Tempo SATA Pro 6Gb 2-Port Host Controller Card</li><li>Half-height Bracket</li><li>Documentation</li></ul>Green Compliant:YesGreen Compliance Certificate/Authority:RoHSGreen Compliance Certificate/Authority:WEEEWarrantyLimited Warranty:5 Year	Sonnet Tempo SATA Pro 6Gb PCIe 2.0						short description is not available			[529295]
7706	Walmart.com		Black		16:9				19			"<br><b>Sony KDL-32R420B 32"" 720p 60Hz Class LED HDTV:</b><ul><li>32"" LCD panel<br>With a 1366 x 768 resolution<li>True 16:9 aspect ratio<br>View your movies as the director intended<li>Wide 89-degree vertical and 89-degree horizontal angles<br>See a clear picture from anywhere in the room<li>Built-in digital tuner<br>Watch digital broadcasts, including HDTV programs where available<li>HDMI Inputs: 2<br>Enjoy a superior HD experience with HDMI, the one cable audio/video solution<li>31.5"" screen measured diagonally from corner to corner<li>Built-in WiFi<br>Stream content directly from the Internet</ul><br>TV stand sold separately. See all <b><a href=""http://www.walmart.com/cp/133114"" target=""_blank""> TV stands</a></b>.</ul><br><br>TV mount sold separately. See all <b> <a href=""http://www.walmart.com/cp/581514"">TV mounts</a></b>.<br><br><b>ENERGY STAR<sup>&reg;</sup></b><br>Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities."	"Sony KDL-32R420B 32"" 720p 60Hz Class LED HDTV"						"The Sony KDL-32R420B 32"" 720p 60Hz Class LED HDTV features an excellent 720p HD picture for your viewing pleasure. Connect up to two HD devices via the provided HDMI ports.<br><br><b>Note:</b> You must have a source of HD programming in order to take full advantage of the Sony 32"" LED HDTV. Contact your local cable or satellite TV provider for details on how to upgrade."			[1229821]
7707									1			Lens cleaning disc safely cleans CD, DVD and Blu-ray players to maximize efficiency and performance. Unique micro brush system gently cleans laser lens to remove dust and debris that can accumulate over time. Static-reducing technology helps prevent dust from building up on the lens to prevent data errors and disc skipping. Easy-to-use, on-disc voice instructions ensure proper cleaning for consistent results. Lens cleaner is perfect for use with computers, gaming consoles and more.	Endust CD/DVD/ BR Lens Cleaner NRZ262000						Lens cleaning disc safely cleans CD, DVD and Blu-ray players to maximize efficiency and performance. Unique micro brush system gently cleans laser lens to remove dust and debris that can accumulate over time. Static-reducing technology helps prevent dust from building up on the lens to prevent data errors and disc skipping. Easy-to-use, on-disc voice instructions ensure proper cleaning for consistent results. Lens cleaner is perfect for use with computers, gaming consoles and more.			[1071165]
7708			Multicolor						19			Use this 14 inch mono audio extension cable to extend the length of existing 14 inch mono cabling- This cable is compatible electric or electronic instruments such as the electric guitar, electric bass, synthesizer, electric piano, or electronic drum machines as well as equipment such as amplifiers, loud speakers and distortion pedals and other signal processors- This cable features a spiral shield for EMI rejection and durable, molded PVC connectors to ensure a lifetime of usage-Features- End 1 - 14 inch Mono Male Plug- End 2 - 14 inch Mono Female Jack- Length - 10 ft-- Color - Black- Wire - 28 AWG- Shield Type - spiral- Item Weight - 0-3 lbs- SKU: RTL51748	Cable Wholesale Firewire 400 9 Pin to 6 Pin Cable, Black, IEEE-1394a, 6 foot						<p>Use this 1&#47;4 inch mono audio extension cable to extend the length of existing 1&#47;4 inch mono cabling.			[447913]
7709	Entrotek								19			"- HDMI Cable <br>- High Definition Screen Cleaner <br>- Super Slim Flat Panel TV Wall Mount <br>- Only 0.5 Inches From The Wall <br>- Easy Lock and Release System <br>- Including Integrated Bubble Level <br>- Fits VESA Size from 100x100mm to 600x400mm <br>- For 32"" <br>- 60"" Flat Panel TV <br>- Supports Up To 125 Lbs.<p>Item Dimensions: 39.76"" x 3.70"" x 1.57""<br>Item Weight: 6.83lbs"	"Pyle HDTV Video Kit With LED TV Wall Mount, HDMI Cable, And Screen Cleaner For 32"" To 60"" Flat Panel TV"			Indoor		Television	"- HDMI Cable <br>- High Definition Screen Cleaner <br>- Super Slim Flat Panel TV Wall Mount <br>- Only 0.5 Inches From The Wall <br>- Easy Lock and Release System <br>- Including Integrated Bubble Level <br>- Fits VESA Size from 100x100mm to 600x400mm <br>- For 32"" <br>- 60"" Flat Panel TV <br>- Supports Up To 125 Lbs.<p>Item Dimensions: 39.76"" x 3.70"" x 1.57""<br>Item Weight: 6.83lbs"			[581514]
7710	Beach Audio Inc								19			"<p>Smart-UPS 2200VA protects your data by supplying network-grade battery backup when power fails. With PowerChute&reg; plus software the uninterruptible power supply (UPS) will safely store data and shut down your network operating system before the battery is fully discharged, whether you're there or not. SmartSlot internal accessory slot allows you to install optional accessories to enhance the performance of your UPS. APC Smart-UPS is the perfect UPS for fileservers, minicomputers, UNIX CPU's, internet hubs, telecommunications systems and other mission-critical applications.</p><b><U>Technical Information</U><BR></b><br><b>Plug/Connector Type:</b> NEMA 5-20P<br><b>Receptacles:</b> 6 x NEMA 5-15R<br><b>Emergency Power OFF:</b> Optional<br><b>Cord Length:</b> 6 ft<br><br><b><U>Power Description</U><BR></b><br><b>Load Capacity (VA):</b> 2200 VA<br><b>Input Voltage:</b> 110 V AC<br><b>Output Voltage:</b> 120 V AC<br><b>Power Consumption:</b> 1600 W<br><b>Waveform Type:</b> Sine Wave<br><b>Surge Energy Rating:</b> 480 J<br><br><b><U>Management</U><BR></b><br><b>Network Management:</b> SNMP Manageable<br><b>Alarm:</b> On Battery, Low Battery<br><b>Battery Management:</b> Intelligent Battery Management<br><br><b><U>Controls/Indicators</U><BR></b><br><b>Status Indicators:</b> LED status display with load and battery bar-graphs and On Line : On Battery : Replace Battery : and Overload Indicators<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>Serial Port:</b> Yes<br><b>Total Number of Expansion Slots:</b> 1<br><br><b><U>Battery Information</U><BR></b><br><b>Battery Characteristics:</b> Maintenance-free<br><b>Battery Chemistry:</b> Sealed Lead Acid<br><b>Backup/Run Time (Full Load):</b> 6.80 Minute<br><b>Backup/Run Time (Half Load):</b> 24.50 Minute<br><b>Maximum Battery Recharge Time:</b> 3 Hour<br><b>Hot Swappable:</b> Yes<br><br><b><U>Environmental Conditions</U><BR></b><br><b>Temperature:</b> 113&deg;F (45&deg;C)<br><b>Sound Emission:</b> 47 dB(A)<br><b>Thermal Dissipation:</b> 275 BTU/h<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Beige<br><b>Height:</b> 5.2""<br><b>Width:</b> 19""<br><b>Depth:</b> 25""<br><b>Rack Height:</b> 3U<br><b>Weight (Approximate):</b> 103 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul><li>User Manual</li><li>Country-specific detachable power cord</li><li>Smart UPS signalling RS-232 cable</li><li>CD with software</li></ul><br><b>Additional Information:</b> <ul><li>Automatic Voltage Regulation (AVR)</li><li>Building wiring fault indicator</li><li>Overload Indicator</li><li>Replace Batt Indicator</li><li>Software</li><li>User Replaceable batteries</li></ul><br><b>Certifications & Standards:</b> <ul><li>CSA</li><li>FCC A</li><li>UL 1778</li></ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 2 Year"	Apc Su2200r3x167 2200va Ups Rm 3u	MODEL- SU2200R3X167 VENDOR- AMERICAN POWER CONVERSION FEATURES- Smart-UPS 2200VA RM 3U 120V/230V In 120V Out- Beige Smart-UPS, 2200VA/1600W, Input 120V, 230V/Output 120V, Interface Port DB-9 RS-232, SmartSlot, Rack Height 3U. APC's slim line rack-mount Smart-UPS deliver premium uninterruptible power and the most advanced performance features available. With PowerChute plus software the uninterruptible power supply (UPS) will safely store data and shut down your network operating system before the battery is fully discharged, whether you re there or not. SmartSlot internal accessory slot allows you to install optional accessories to enhance the performance of your UPS. Additionally, the APC NetShelter enclosure provides security, flexibility and proper management of all your rack-mount devices. Includes UPS, CD with software, Country-specific detachable power cord, Smart UPS signalling RS-232 cable, User Manual.* AVAILABILITY - Boost and Trim Automatic Voltage Regulation (AVR) Gives higher application availability by correcting low and high voltage conditions without using the battery. - Intelligent battery management Maximizes battery performance, life, and reliability through intelligent, precision charging. - Power conditioning Protects connected loads from surges, spikes, lightning, and other power disturbances. - Temperature-compensated battery charging Prolongs battery life by regulating the charge voltage according to battery temperature. - Automatic restart of loads after UPS shutdown Automatically starts up the connected equipment upon the return of utility power. - Automatic self-test Periodic battery self-test ensures early detection of a battery that needs to be replaced. - Cold-start capable Provides...								[4483]
7711	Alliance Supply		Multicolor						19			<strong>StarTech.com ATXPW400DELL Computer Power Supply (Internal)</strong><li>Computer Power Supply (Internal) is a reliable upgrade or replacement for many compatible Dell computers</li><li>Dual 12V power rails to deliver stable power to demanding components</li><li>20 and 24-pin ATX motherboard power connectors</li><li>Generous number of component connectors to ensure broad system compatibility</li>	StarTech.com ATXPW400DELL Computer Power Supply (Internal)						<p>The StarTech ATXPW400DELL Computer Power Supply is reliable, efficient and stable. It is compatible with several models of Dell computers. To deliver stable power to demanding components, this internal computer power supply offers dual 12V power rails. It also features 20- and 24-pin ATX motherboard power connectors. This 400-watt computer power supply is designed with long-lasting materials to ensure that your PC gets reliable power consistently.</p>			[4483]
7712	Walmart.com	Albert Brookes, Ellen Degeneres, Alexander Gould, Allison Janey, Brad Garrett, Willem Dafoe, Geoffrey Rush	Y		Widescreen				2		G	"Celebrate Disney/Pixar's landmark film, ""Finding Nemo""! Premiering on Blu-ray high definition and featuring perfect picture and perfect sound, relive the breathtaking brilliance and dive right into the heart and humor of this epic adventure on Blu-ray Combo Pack and HD Digital. Plus, experience the eye-popping wonder and non-stop laughs like never before as Marlin, Dory and all your favorite characters swim right into your living room on Disney Blu-ray. And, with 2 ways to watch, the Blu-ray Combo Pack is a great value with Blu-ray and DVD.<br><br> Aquariums, CineExplore, ""Reinventing the Submarine Voyage"", Deleted Scene: Alternate Opening, ""A Lesson in Flashbacks"", ""'Finding Nemo': A Filmmakers' Discussion"", ""Knick Knack"" Theatrical Short, Art Review, Outtakes and Deleted Scenes.<br><br> Languages: English, French and Spanish, Subtitles: English SDH (Subtitles for Deaf and Hearing Impaired), French and Spanish."	Finding Nemo (Spanish Language Packaging) (Blu-ray + DVD)						short description is not available	"Celebrate Disney/Pixar's landmark film, ""Finding Nemo""! Premiering on Blu-ray high definition and featuring perfect picture and perfect sound, relive the breathtaking brilliance and dive right into the heart and humor of this epic adventure on Blu-ray Combo Pack and HD Digital. Plus, experience the eye-popping wonder and non-stop laughs like never before as Marlin, Dory and all your favorite characters swim right into your living room on Disney Blu-ray. And, with 2 ways to watch, the Blu-ray Combo Pack is a great value with Blu-ray and DVD"		[95987]
